"rgn_id","habitat","km2"
2,"mangrove",4.44697520023257
4,"mangrove",2.96674817579071
3,"mangrove",1.69237587179641
1,"mangrove",6.61240075218031
2,"seagrass",112.409721623132
4,"seagrass",74.9928482958774
3,"seagrass",42.7795281206855
1,"seagrass",167.146901960305
