"cntry_key","sector","value"
"ZAF","aqf","2.83012e+11"
"ZAF","cf","2.86172e+11"
"ZAF","mar","2.86172e+11"
"ZAF","mmw","2.7387e+11"
"ZAF","og","2.83012e+11"
"ZAF","tour","NA"
