"cntry_key","year","percent"
"ZAF",1998,25.00213446
"ZAF",2000,26.72573096
"ZAF",2005,26.7369801
"ZAF",2006,25.5
"ZAF",2007,22.97105507
"ZAF",2008,22.90844492
"ZAF",2009,23.8034351
"ZAF",1990,16.7883441584
"ZAF",2010,25.8989775524
