"cntry_key","sector","value"
"ZAF","aqf",23538.1062355488
"ZAF","cf",5318462270.464
"ZAF","mar",24548462.9115
"ZAF","mmw",70310975.61
"ZAF","og",0
"ZAF","tour",3865920789.8
