"cntry_key","sector","year","value"
"ZAF","cf",1990,16294.6
"ZAF","cf",2000,35962.024
"ZAF","mmw",1998,921.115
"ZAF","mmw",2008,1024.525
"ZAF","tour",2005,109749.195755
"ZAF","tour",2006,122173.95906
"ZAF","tour",2007,125172.146032
"ZAF","tour",2008,127859.281907
"ZAF","tour",2009,123694.653317
"ZAF","tour",2010,115235.791512
