"rgn_id","habitat","health"
2,"seagrass",1
4,"seagrass",1
3,"seagrass",1
1,"seagrass",1
2,"mangrove",0.857142857142857
4,"mangrove",0.857142857142857
3,"mangrove",0.857142857142857
1,"mangrove",0.857142857142857
2,"soft_bottom",0.972211724449
4,"soft_bottom",0.972211724449
3,"soft_bottom",0.972211724449
1,"soft_bottom",0.972211724449
2,"coral",0.755307777337641
4,"coral",0.755307777337641
3,"coral",0.755307777337641
1,"coral",0.755307777337641
